posts,country
"الله ايسلم ول بايْ
                    المشان من هك جاي
إل فوت ايام راي
                    من منت الشيخ املاك
ولله ما نبغ كاع شاي… See more",Mauritania
"تهجالك ذل هون شاع
                       زادك عند الرجال
بيك ال يختيروك كاع
                       الرجال هجال
محمد ولد محمد اليدالي",Mauritania
"مذ دون ال رايمُ
                 دلال من لمسارب
امسارب لحدب وايمُ
                ومسارب بير الكارب
محمد لمام ولد احمد ولد عبد الله",Mauritania
"اصل اهرب ذل مانروم
                       غير ءلا نسمع فيه لوم
واهروب ماه من اليوم
                      لنوب عن هارب
شارب مذكور من آدروم… See more",Mauritania
"متمن وسو تنجحد
                   وذن السلطان اطويلَ
نلك ظرك اعل تل حد
                   مذكور اكطع تحويلَ
الديماني ولد البار",Mauritania
"ال نبغ والحك زين 
                    اعليان بالمار
اعْدِ بيهَ فحوي بين
                    لميلح والخوار
الديمان ولد البار",Mauritania
"إل مجبور ءحك زاد
                     اعليه ءلاه زاحل
يعقل عند احسي عاد
                     مسَّ من كبل ساحل
الديمان ولد البار",Mauritania
"عدل وسو لنكالِ
                   عند للاه اغلان
واليبغ حد الا لِ
                    عدل عندُ مُلان
الديمان ولد البار",Mauritania
"البارح ريت امعاك حد
                       و اليل يمجحود
هذا حد أوخر مانكد
                       نحمل ذ من لحدود
الديمان ولد البار",Mauritania
"يلال يذ من الويل
                   والليعات ولهان
من ريم ريت احريك ذيل
                  ام اعدوي بعد آن
الديماني ولد البار",Mauritania
"مال بنراك الخير لعد
                      اتليت وهذا باين
لل ماه انت غير بعد
                     اخلاص الني كاين
الديمان ولد البار",Mauritania
"اماب والله مانخون
                      يالعقل افبغي احباب
وافطن مان كوال كون
                     الش فيه اعل باب
الديماني ولد البار",Mauritania
"سبعَ فلفطر اعطيت وعدْ
                          لغلانَ فيه انجيهَ
وَلَ خطيتُ ليْ بعد
                      اخصارت يان فيه
الديمان ولد البار",Mauritania
"اخلاك تبغ من اجديد
                        اخلاق ذ المَمْسوسَ
لعتيك ءلحْجَبْ واوديد
                      واعسَير مك موسَ
محمد عبد الله ولد البخاري",Mauritania
"لحت العين اعل تِوِشَّاتْ
                       واعلَ بَخْوَاكَ وانْزَوَاتْ
ظلت دمعتهَ مارْكات
                       لا مته تعرف لا مَ
بيه تلتم ءلاتلات… See more",Mauritania
"ما نفتصل متوالي
                   سابك يطب احزين
ما وريتك يالغالي
                   كد ال وريتين
شخنا الشيخ سعد بوه ولد الشيخ محمد فاضل",Mauritania
"مريم مان ما راين
                 من لغياد الخاطيه
ءلغن ما ريت جاين
                 كون العاد اعليه
شخنا الشيخ سعد بوه ولد الشيخ محمد فاضل",Mauritania
"عندك عينين ايدعك
                      وفتكفاحك مزاحك
ومظاحك بيظ ايظحك
                      ولد آدم ماه ظاحك
 محمد ولد عبد البركه",Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
"ال نبغ والحك زين 
                    اعليان بالمار
اعْدِ بيهَ فحوي بين
                    لميلح والخوار
الديمان ولد البار",Mauritania
"إل مجبور ءحك زاد
                     اعليه ءلاه زاحل
يعقل عند احسي عاد
                     مسَّ من كبل ساحل
الديمان ولد البار",Mauritania
"عدل وسو لنكالِ
                   عند للاه اغلان
واليبغ حد الا لِ
                    عدل عندُ مُلان
الديمان ولد البار",Mauritania
"البارح ريت امعاك حد
                       و اليل يمجحود
هذا حد أوخر مانكد
                       نحمل ذ من لحدود
الديمان ولد البار",Mauritania
"يلال يذ من الويل
                   والليعات ولهان
من ريم ريت احريك ذيل
                  ام اعدوي بعد آن
الديماني ولد البار",Mauritania
"مال بنراك الخير لعد
                      اتليت وهذا باين
لل ماه انت غير بعد
                     اخلاص الني كاين
الديمان ولد البار",Mauritania
"اماب والله مانخون
                      يالعقل افبغي احباب
وافطن مان كوال كون
                     الش فيه اعل باب
الديماني ولد البار",Mauritania
"سبعَ فلفطر اعطيت وعدْ
                          لغلانَ فيه انجيهَ
وَلَ خطيتُ ليْ بعد
                      اخصارت يان فيه
الديمان ولد البار",Mauritania
"اخلاك تبغ من اجديد
                        اخلاق ذ المَمْسوسَ
لعتيك ءلحْجَبْ واوديد
                      واعسَير مك موسَ
محمد عبد الله ولد البخاري",Mauritania
"لحت العين اعل تِوِشَّاتْ
                       واعلَ بَخْوَاكَ وانْزَوَاتْ
ظلت دمعتهَ مارْكات
                       لا مته تعرف لا مَ
بيه تلتم ءلاتلات… See more",Mauritania
"ما نفتصل متوالي
                   سابك يطب احزين
ما وريتك يالغالي
                   كد ال وريتين
شخنا الشيخ سعد بوه ولد الشيخ محمد فاضل",Mauritania
"مريم مان ما راين
                 من لغياد الخاطيه
ءلغن ما ريت جاين
                 كون العاد اعليه
شخنا الشيخ سعد بوه ولد الشيخ محمد فاضل",Mauritania
"عندك عينين ايدعك
                      وفتكفاحك مزاحك
ومظاحك بيظ ايظحك
                      ولد آدم ماه ظاحك
 محمد ولد عبد البركه",Mauritania
"ظِحكت في متحرك
                    ظِحكت سعاد عاد
منه لغياد امبرك
                   عند منهم سعاد
اعل ولد ملاي اعل",Mauritania
"صرتك يجملي ماتعظ
              دون الي بيه اغرامي
 وصرتك يمشيك مايكظ
              عن ذ سناف الحامي
محمدن ول محمد باب",Mauritania
هههههه,Mauritania
"عاكب سولان كل حد 
                   عكبت ليل اسهدين 
شور ادين متيت بعد 
                   نسدب شور ادين",Mauritania
"ماطيتك فالفات بالى 
                        وانتي فالفات
تعرفـينى مانــــوالى 
                        كلمتين اخوات
الطالب ول اخليفه",Mauritania
منبر ولاية آدرار,Mauritania
"ثقيل امنادم جاالحد 
                    لوشي يختير اكلمو 
واصمت عنو يغيربعد 
                    ذاك امن الصمت امألمو … See more",Mauritania
"يالعوينات اللي اعليك 
                        مانوخظ كاع ؤلاانجيك 
مافيك امن اللي كان فيك 
                        نعرف يكون اصدارك 
واديارك مالي لعد بيك … See more",Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
"عندك عينين ايدعك
                      وفتكفاحك مزاحك
ومظاحك بيظ ايظحك
                      ولد آدم ماه ظاحك
 محمد ولد عبد البركه",Mauritania
"ظِحكت في متحرك
                    ظِحكت سعاد عاد
منه لغياد امبرك
                   عند منهم سعاد
اعل ولد ملاي اعل",Mauritania
"صرتك يجملي ماتعظ
              دون الي بيه اغرامي
 وصرتك يمشيك مايكظ
              عن ذ سناف الحامي
محمدن ول محمد باب",Mauritania
هههههه,Mauritania
"عاكب سولان كل حد 
                   عكبت ليل اسهدين 
شور ادين متيت بعد 
                   نسدب شور ادين",Mauritania
"ماطيتك فالفات بالى 
                        وانتي فالفات
تعرفـينى مانــــوالى 
                        كلمتين اخوات
الطالب ول اخليفه",Mauritania
منبر ولاية آدرار,Mauritania
"ثقيل امنادم جاالحد 
                    لوشي يختير اكلمو 
واصمت عنو يغيربعد 
                    ذاك امن الصمت امألمو … See more",Mauritania
"يالعوينات اللي اعليك 
                        مانوخظ كاع ؤلاانجيك 
مافيك امن اللي كان فيك 
                        نعرف يكون اصدارك 
واديارك مالي لعد بيك … See more",Mauritania
"اكلوب من عزت ريم
                     فاليل تكثر لحروك
ءمن شوك غيد واسقيم
                    ذي الروح عادت مبلوك
ولد ملاي اعل",Mauritania
"گللبي مَحْمُــومْ أوْحَزْتَكْ  
                           فــــيّ زَادَتْ يَخَيْتِــــي
عَنْ غَيْــــرَكْ بِـــيّ عَزْتَكْ   
                           يالريم أرْتَفْــدَتْ نَيْتــِي… See more",Mauritania
والله الا هح,Mauritania
الريم التروزية,Mauritania
"راص انعامت ذال احصر 
                             راصو بي تخراصُ
باگى مـن رآصـُ مـآآنظـفر
                       گد آبآش آگبظـ  رآصُ",Mauritania
"عندك سنين امشركات
                 يغلانة من ملان
 لعاد بعد امشركات
                 اليان ذ هوان",Mauritania
"ذ القاض كامت شارمَ
                       عين فالحين اغلان
منهي كون السالمَ 
                      منهوَ خاط يان",Mauritania
"آن يالناس السالمَ 
                   مارت عني نبغيه 
ما نسميه ماسال مَ
                  عيني بالدمع اعليه",Mauritania
يلالي مغن ابَّ ولد بلا هذا,Mauritania
Moktar Dah Samuلغن الزين,Mauritania
امغني بعد هذا الراجل وتوف,Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
"يالعوينات اللي اعليك 
                        مانوخظ كاع ؤلاانجيك 
مافيك امن اللي كان فيك 
                        نعرف يكون اصدارك 
واديارك مالي لعد بيك … See more",Mauritania
"اكلوب من عزت ريم
                     فاليل تكثر لحروك
ءمن شوك غيد واسقيم
                    ذي الروح عادت مبلوك
ولد ملاي اعل",Mauritania
"گللبي مَحْمُــومْ أوْحَزْتَكْ  
                           فــــيّ زَادَتْ يَخَيْتِــــي
عَنْ غَيْــــرَكْ بِـــيّ عَزْتَكْ   
                           يالريم أرْتَفْــدَتْ نَيْتــِي… See more",Mauritania
والله الا هح,Mauritania
الريم التروزية,Mauritania
"راص انعامت ذال احصر 
                             راصو بي تخراصُ
باگى مـن رآصـُ مـآآنظـفر
                       گد آبآش آگبظـ  رآصُ",Mauritania
"عندك سنين امشركات
                 يغلانة من ملان
 لعاد بعد امشركات
                 اليان ذ هوان",Mauritania
"ذ القاض كامت شارمَ
                       عين فالحين اغلان
منهي كون السالمَ 
                      منهوَ خاط يان",Mauritania
"آن يالناس السالمَ 
                   مارت عني نبغيه 
ما نسميه ماسال مَ
                  عيني بالدمع اعليه",Mauritania
يلالي مغن ابَّ ولد بلا هذا,Mauritania
Moktar Dah Samuلغن الزين,Mauritania
امغني بعد هذا الراجل وتوف,Mauritania
"مفتاح الخير انكالي
                     يامس عن فيه اغلانه
وان معروف الالي      
                    فيه اغلانه فيه ان 
يحي عبد الله",Mauritania
"يَذوك الْ ما فتُّ
                     دگّيتُ  و ابگيتُ
شتحانُو   مزلتُ
                    ما فـتُّ دگّيْـتُ ؟
  محمد فال بلال",Mauritania
"سـبـحــانــك يـالـحـي الــرؤوف 
                                مَـوَعَّـظـلي تغلاب اگـفـوف
الــدهــر إللــي مـــاهُ مــعــروف 
                                بـاحــلاوَ گــد اصــوَّنـــــهــا
عـدت انشـوف الْـمنهَ مـزضـوف … See more",Mauritania
"تكد الناس وذا طرح
                     من ذي الحيله تتباغ
ول تتكاره ما طرح
                     حد عل حد اساغ… See more",Mauritania
"يأهــل اسويدْ إلماهْ الحلة 
                          ناصحكــم وأصلي نبغيكم 
غير أراهي فيكــــم طفلة 
                          لاتمت فيكـــــم تخليكــــم",Mauritania
"هاذَ لبْياظْ إفذِ إطْريـگ 
                       والبـدعْ إلْمـاهُ زاحـلْ
عـادْ إفَگَّـدْنِي باوْليـگْ
                      وأهلْ الساحل من ساحلْ",Mauritania
عبد الله ولد آبل,Mauritania
روائع عيشَ منت محمداعل...,Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
يلالي مغن ابَّ ولد بلا هذا,Mauritania
Moktar Dah Samuلغن الزين,Mauritania
امغني بعد هذا الراجل وتوف,Mauritania
"مفتاح الخير انكالي
                     يامس عن فيه اغلانه
وان معروف الالي      
                    فيه اغلانه فيه ان 
يحي عبد الله",Mauritania
"يَذوك الْ ما فتُّ
                     دگّيتُ  و ابگيتُ
شتحانُو   مزلتُ
                    ما فـتُّ دگّيْـتُ ؟
  محمد فال بلال",Mauritania
"سـبـحــانــك يـالـحـي الــرؤوف 
                                مَـوَعَّـظـلي تغلاب اگـفـوف
الــدهــر إللــي مـــاهُ مــعــروف 
                                بـاحــلاوَ گــد اصــوَّنـــــهــا
عـدت انشـوف الْـمنهَ مـزضـوف … See more",Mauritania
"تكد الناس وذا طرح
                     من ذي الحيله تتباغ
ول تتكاره ما طرح
                     حد عل حد اساغ… See more",Mauritania
"يأهــل اسويدْ إلماهْ الحلة 
                          ناصحكــم وأصلي نبغيكم 
غير أراهي فيكــــم طفلة 
                          لاتمت فيكـــــم تخليكــــم",Mauritania
"هاذَ لبْياظْ إفذِ إطْريـگ 
                       والبـدعْ إلْمـاهُ زاحـلْ
عـادْ إفَگَّـدْنِي باوْليـگْ
                      وأهلْ الساحل من ساحلْ",Mauritania
عبد الله ولد آبل,Mauritania
روائع عيشَ منت محمداعل...,Mauritania
عبد الله ولد آبل,Mauritania
"هححح!!
هذ هو كيف الهول",Mauritania
"ذُ لمراكيبْ إلْ كلْ حد
                    يوگفْ وايگولْ إفْتارَ
يَسْو يرتكْبُ شورْ بعدْ
                    الخـطْ أُبـوزگرارَ
سيد أحمد ولد احمد العيده",Mauritania
"ظَــلّيْتْ اليـــوم انْسَوْلــــكْ # يَلعْوَيْـــجَه ش امْطَــــوْلكْ
فيّ لَيْــدْ؟ ؤ ش امْحَـــوْلكْ # عَنْ عَهْدِ، لا يـــشــقينِ
ؤ ذَ الّ نخــتيـرْ انْكَـــــــوْلكْ # ما كلــتِيهْ، ؤ هنْــــــــتِينِ
ؤ وَرّطـّـــــكْ بالسّوْلانْ كَاعْ # وانــتــيّ ما تفْــــــتِيـــــنِ
ؤ شفتكْ واعْرَفْتكْ غيرْ ماعْــــــرَفْتــــينِ ؤ لا شفْــــتِينِ… See more",Mauritania
أسماءمحمداحمد احمدلغن الزين,Mauritania
أسكي هح هح,Mauritania
"راصي يبمب صرتك
                     يمنين معاك الداسر 
دنو ينعت من عزتك 
                     ياسر ويدرك ياسر
ذاك كاف… See more",Mauritania
"النصرانِ لجابْ زندْ 
                    للمخلوقات ء صاكها
برتَ كون ال جاب زند 
                    افيطمات ء صاكها
الخليفة ولد حبت",Mauritania
"احلمت إنِّ  بغل جيلِ # نتنعم والحال زينَ
ومانحن بتاويلِ # الاحلام بعالمين
ابراهيم ولد ابراهيم ولد اسويد أحمد",Mauritania
محمدفاضل محمد تقي الله,Mauritania
اسكي حت بعد,Mauritania
محمدفاضل محمد تقي الله,Mauritania
اسكي حت بعد,Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
عبد الله ولد آبل,Mauritania
"هححح!!
هذ هو كيف الهول",Mauritania
"ذُ لمراكيبْ إلْ كلْ حد
                    يوگفْ وايگولْ إفْتارَ
يَسْو يرتكْبُ شورْ بعدْ
                    الخـطْ أُبـوزگرارَ
سيد أحمد ولد احمد العيده",Mauritania
"ظَــلّيْتْ اليـــوم انْسَوْلــــكْ # يَلعْوَيْـــجَه ش امْطَــــوْلكْ
فيّ لَيْــدْ؟ ؤ ش امْحَـــوْلكْ # عَنْ عَهْدِ، لا يـــشــقينِ
ؤ ذَ الّ نخــتيـرْ انْكَـــــــوْلكْ # ما كلــتِيهْ، ؤ هنْــــــــتِينِ
ؤ وَرّطـّـــــكْ بالسّوْلانْ كَاعْ # وانــتــيّ ما تفْــــــتِيـــــنِ
ؤ شفتكْ واعْرَفْتكْ غيرْ ماعْــــــرَفْتــــينِ ؤ لا شفْــــتِينِ… See more",Mauritania
أسماءمحمداحمد احمدلغن الزين,Mauritania
أسكي هح هح,Mauritania
"راصي يبمب صرتك
                     يمنين معاك الداسر 
دنو ينعت من عزتك 
                     ياسر ويدرك ياسر
ذاك كاف… See more",Mauritania
"النصرانِ لجابْ زندْ 
                    للمخلوقات ء صاكها
برتَ كون ال جاب زند 
                    افيطمات ء صاكها
الخليفة ولد حبت",Mauritania
"احلمت إنِّ  بغل جيلِ # نتنعم والحال زينَ
ومانحن بتاويلِ # الاحلام بعالمين
ابراهيم ولد ابراهيم ولد اسويد أحمد",Mauritania
محمدفاضل محمد تقي الله,Mauritania
اسكي حت بعد,Mauritania
محمدفاضل محمد تقي الله,Mauritania
اسكي حت بعد,Mauritania
tvm.mr قناة الموريتانية,Mauritania
حلقة جديدة من برنامح بدع القيد,Mauritania
ازوين حت,Mauritania
علاء الدين مولاي اعلي,Mauritania
"امْعَنِّكْ منشفره .. فالوَغْرَه والغبره
وايريفي والحصره .. واصلاً فيك اصنيعه
او دَوَامًا منخمره ..  يللي بيك الليعه
شيطانك يوني .. واحلْ فتگاليعه
گاع، اوگالع من… See more",Mauritania
"كَرَّدْنِي يالله امبارك # غرظي، واسترني فالبارك
في، مانبغي نتَّارك  # من لعقل سابگ يتأت
واعطيني خير اللي حارك .. من ش ماه حت حت
علاء الدين مولاي اعلي",Mauritania
"يلالك يحد مانك
                 لاه يجبر حد مانك
والواس منشي احسانك
                  كيف الكاتل بوك
يخل خيمت بوك كانك… See more",Mauritania
"أنفاسك يعز العزيت# ماريت فيه ال ماريت
أطلكت وعيطت أوزوكيت # أوريت الخالك من مكريه
كونل باطل ما خليت # طفل وانت خليتيها
أحمد سالم ولد بوبوط",Mauritania
Elmousselem Seniموريتانيا في كل مكان,Mauritania
النعمة منت اشويخ,Mauritania
البو محفوظ,Mauritania
امريميده بحكاية مولود الأحمدي,Mauritania
"ذلي منها فوجاد# ماهي كيفت لغياد 
اكًرد واكًل امراد# منهم، واشد احبيك 
ولاتور فالمعياد# ولاتوكًف واتعرتيك 
ولاتمركً فم الحوش# ولاتوعد لبحر بيك 
ولاتشرب اللبن البوش# ولاتوكل لحم الديك… See more",Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
